TGSC ID,Tags,Original Tags,Description,Concentration %,Solvent,Strength,Recommended Max Concentration %,Substantivity (Hours),Substantivity Min (Hours),Substantivity Max (Hours),Substantivity Concentration %,Substantivity Solvent,Source,Source Year,Sample Supplier
1001571,"['nutty','nut flesh','hazelnut roasted hazelnut','grain toasted grain','corn chip','vegetable','nut skin','caramellic']",true,nutty nut flesh roasted hazelnut toasted grain corn chip vegetable nut skin caramellic,0.1,dipropylene glycol,high,0.1,25.0,,,100.0,,"Luebke, William tgsc",2017,Sigma-Aldrich
1001591,"['waxy','banana','fruity','sweet','cognac','green']",true,waxy banana fruity sweet cognac green,100.0,,,,172.0,,,100.0,,"Luebke, William tgsc",1988,Harrmann & Reimer Corporation
1001591,"['waxy','banana','fruity','sweet','dirty','green']",true,"Waxy, banana fruity, sweet with a dirty green nuance",,,,,,,,,,"Mosciano, Gerard P&F 16, No. 2, 49",1991,
1001601,"['sweet','fruity','strawberry','floral','honey','fatty']",false,sweet fruity strawberry floral honey fatty,100.0,,,,241.0,,,100.0,,,,
1001602,"['fruity','sweet','strawberry','floral','honey','fatty']",true,sweet fruity strawberry floral honey fatty,100.0,,,,241.0,,,100.0,,"Luebke, William tgsc",1981,Givaudan Corporation
1001602,"['fruity','sweet','strawberry','floral','honey']",true,"Sweet, fruity strawberry-like with floral honey undertones",,,,,,,,,,"Mosciano, Gerard P&F 17, No. 1, 41",1992,
1001611,"['sweet','floral','fruity','jasmin','fresh']",false,sweet floral fruity jasmin fresh,100.0,,,,4.0,,,100.0,,,,
1001612,"['floral','sweet','fruity','jasmin','fresh']",true,sweet floral fruity jasmin fresh,100.0,,,,4.0,,,100.0,,"Luebke, William tgsc",1981,Givaudan Corporation
1001612,"['floral','sweet','fruity']",true,"Sweet, fruity and floral",,,,,,,,,,"Mosciano, Gerard P&F 15, No. 4, 59",1990,
1001621,"['woody','clean','dry','cedar','earthy']",true,clean woody dry cedar earthy,100.0,,medium,10.0,376.0,,,100.0,,"Luebke, William tgsc",1996,International Flavors & Fragrances Inc.
1001631,"['naphtha','floral','orange','blossom','powdery','grape']",false,naphtha floral orange blossom powdery grape,10.0,dipropylene glycol,high,10.0,,,,,,,,
1001632,"['naphthyl','floral','orangeflower','powdery','grape']",true,naphtha floral orange blossom powdery grape,10.0,dipropylene glycol,high,10.0,400.0,,,20.0,dipropylene glycol,"Luebke, William tgsc",1984,Harrmann & Reimer Corporation
1001632,"['naphthyl','powdery','floral','citrus']",true,"Powdery, floral, naphthyl and citrus",,,,,,,,,,"Mosciano, Gerard P&F 22, No. 4, 75",1997,
1001641,"['fruity','sweet','strawberry','berry','floral','tropical']",true,sweet strawberry berry floral tropical,100.0,,,,312.0,,,100.0,,"Luebke, William tgsc",1992,International Flavors & Fragrances Inc.
1001641,"['fruity','sweet','berry','strawberry','honey','floral','rose']",true,"sweet, berry, strawberry, honey, floral and rosy",,,,,,,,,,"Mosciano, Gerard P&F 19, No. 3, 51",1994,
1001651,"['floral','rose','phenolic','balsamic']",true,floral rose phenolic balsamic,100.0,,,,35.0,,,100.0,,"Luebke, William tgsc",1981,Givaudan Corporation
1001651,"['floral','sweet','fruity','chemical']",true,"Sweet, floral, fruity with chemical nuances",,,,,,,,,,"Mosciano, Gerard P&F 15, No. 4, 59",1990,
1001652,"['floral','rose','phenolic','balsamic']",true,floral rose phenolic balsamic,100.0,,,,35.0,,,100.0,,"Luebke, William tgsc",1981,Givaudan Corporation
1001652,"['floral','sweet','fruity','chemical']",true,"Sweet, floral, fruity with chemical nuances",,,,,,,,,,"Mosciano, Gerard P&F 15, No. 4, 59",1990,
1001661,"['acidic','pungent','cheesy','vinegar']",true,pungent acidic cheesy vinegar,0.1,propylene glycol,high,0.1,8.0,,,100.0,,"Luebke, William tgsc",1989,Harrmann & Reimer Corporation
1001661,"['acidic','pungent','dairy']",true,Pungent acidic and dairy-like,,,,,,,,,,"Mosciano, Gerard P&F 15, No. 6, 35",1990,
1001671,"['faint','sweet','balsam','oily','herbal']",false,faint sweet balsam oily herbal,100.0,,,,322.0,,,100.0,,,,
1001672,"['balsamic','sweet','oily','herbal']",true,faint sweet balsam oily herbal,100.0,,,,322.0,,,100.0,,"Luebke, William tgsc",1982,Berje Inc.
1001672,"['balsamic','sweet','floral','fruity']",true,Sweet balsamic floral with fruity nuances,,,,,,,,,,"Mosciano, Gerard P&F 15, No. 4, 59",1990,
1001681,"['vegetable','musty','nutty','dry','toasted']",true,vegetable musty nut dry toasted,100.0,,,,,,,,,,,
1001681,['vegetable'],true,,,,,,,,,,,,,
1001691,"['green','fresh','waxy','orchid','herbal']",true,mild fresh green waxy orchid herbal,100.0,,,,12.0,,,100.0,,"Luebke, William tgsc",1995,"Bedoukian Research, Inc."
1001711,"['floral','jasmin','oily','fruity','sweet','rose','tropical']",true,jasmin oily fruity sweet rose tropical,100.0,,,,12.0,,,100.0,,"Luebke, William tgsc",1989,Elan Inc.
1001711,"['floral','sweet','fruity','powdery','tropical','woody','juicy']",true,"Sweet, fruity, powdery with tropical woody and juicy nuances",,,,,,,,,,"Mosciano, Gerard P&F 18, No. 6, 33",1993,
1001731,"['spicy','balsamic','carnation','magnolia','powdery']",true,mild spicy balsam carnation,100.0,,,,232.0,,,20.0,dipropylene glycol,"Luebke, William tgsc",1982,Berje Inc.
1001751,"['earthy','weedy','natural','woody','herbal']",true,earthy weedy natural woody herbal,10.0,dipropylene glycol,medium,10.0,,4.0,,100.0,,,,
1001751,"['earthy','musty','ketonic','cheesy bleu cheese','cheesy parmesan cheese','dairy']",true,"Musty, ketonic, bleu and parmesan cheese-like with earthy and dairy nuances",,,,,,,,,,"Mosciano, Gerard P&F 21, No. 1, 33",1996,
1001771,"['sweet','fruity','floral','banana','jasmin','balsam']",false,sweet fruity floral banana jasmin balsam,100.0,,,,8.0,,,100.0,,,,
1001772,"['fruity','sweet','floral','banana','jasmin','balsamic']",true,sweet fruity floral banana jasmin balsam,100.0,,,,8.0,,,100.0,,"Luebke, William tgsc",1982,Givaudan Corporation
1001772,"['fruity','sweet','apple','banana','jammy','balsamic','floral','jasmin']",true,"Sweet, fruity apple and banana, jammy, balsamic, floral with jasmine nuance",,,,,,,,,,"Mosciano, Gerard P&F 24, No. 2, 49",1999,
1001781,"['fruity','sweet','powdery','floral','ripe']",true,fruity sweet powdery floral ripe,100.0,,,,,,,,,,,
1001791,"['balsam','clean','herbal','oily','sweet']",false,balsam clean herbal oily sweet,100.0,,,,384.0,,,100.0,,,,
1001792,"['balsamic','clean','herbal','oily','sweet']",true,balsam clean herbal oily sweet,100.0,,,,384.0,,,100.0,,"Luebke, William tgsc",1982,Berje Inc.
1001801,['odorless'],false,odorless,100.0,,,,,,,,,,,
1001811,"['waxy','fresh','green','melon rind','tropical','mushroom']",true,fresh waxy green melon rind tropical mushroom,100.0,,,,,4.0,,100.0,,"Luebke, William tgsc",1996,"Bedoukian Research, Inc."
1001841,"['fruity','green','galbanum','pineapple','fusel']",true,fruity green galbanum pineapple fusel,10.0,dipropylene glycol,medium,10.0,84.0,,,100.0,,"Luebke, William tgsc",2000,CA Aromatics Company Inc.
1001842,"['fruity','green','galbanum','pineapple','fusel']",true,fruity green galbanum pineapple fusel,10.0,dipropylene glycol,medium,10.0,84.0,,,100.0,,"Luebke, William tgsc",2000,CA Aromatics Company Inc.
1001851,"['fresh','fruity','green','apple','fatty']",false,fresh fruity green apple fatty,100.0,,,,,,,,,,,
1001852,"['fruity','fresh','green','apple','fatty']",true,fresh fruity green apple fatty,100.0,,,,4.0,,,100.0,,"Luebke, William tgsc",1994,CA Aromatics Company Inc.
1001852,"['fruity','sweet','estery','green','fatty','tutti frutti','berry']",true,"Sweet, estry, green, fatty, fruity, tutti-frutti and berry",,,,,,,,,,"Mosciano, Gerard P&F 21, No. 5, 49",1996,
1001881,"['floral','sweet','fresh','lilac','anisic','earthy','narcissus','peony']",true,sweet fresh cayloxol lilac anisic earthy narcissus peony,100.0,,,,304.0,,,100.0,,"Luebke, William tgsc",1988,International Flavors & Fragrances Inc.
1001891,"['green','weedy','cortex','herbal','narcissus','celery']",true,green weedy cortex herbal diphenyl oxide narcissus celery,100.0,,,,4.0,,,100.0,,"Luebke, William tgsc",1991,Dragoco Inc.
1001891,"['green','vegetable','floral','minty']",true,"Green, vegetative and floral with a minty undernote",,,,,,,,,,"Mosciano, Gerard P&F 20, No. 2, 37",1995,
1001901,"['citrus','bergamot','lime','lavender']",true,citrus bergamot lime lavender,100.0,,,,4.0,,,100.0,,"Luebke, William tgsc",1995,Fragrance Resources Inc.
1001921,"['herbal','fruity','amber','chocolate','anise','basil','balsamic']",true,fruity amber chocolate anise basil,100.0,,,,344.0,,,100.0,,,,
1001951,"['green','dry','weedy','acidic','moldy','woody']",true,dry weedy acidic green moldy feet woody,10.0,propylene glycol,medium,10.0,272.0,,,100.0,,"Luebke, William tgsc",2006,Sigma-Aldrich
1001951,"['green','weedy','woody','greasy','sweet']",true,green weedy woody greasy sweet,,,,,,,,,,,,
1001961,"['leathery','rose red rose','green','dusty','weedy','metallic']",true,leather red rose green dusty weedy metallic,10.0,dipropylene glycol,medium,10.0,12.0,,,100.0,,"Luebke, William tgsc",1984,Givaudan Corporation
1001971,"['green','fresh','violet','foliage','sweet']",true,fresh green violet foliage sweet,10.0,dipropylene glycol,medium,10.0,48.0,,,100.0,,"Luebke, William tgsc",1988,"Bedoukian Research, Inc."
1001991,"['musk','sweet','clean','waxy','animal']",true,sweet clean waxy musk animal,100.0,,,,348.0,,,100.0,,"Luebke, William tgsc",1987,Emery Chemicals
1002001,"['floral','clean','lily','green','peony','rose']",true,mild clean floral lily green peony,100.0,,,,248.0,,,100.0,,"Luebke, William tgsc",1990,International Flavors & Fragrances Inc.
1002011,"['herbal','sweet','orris','cumin','woody','fruity','spicy']",true,sweet orris cumin woody fruity spicy,100.0,,,,4.0,,,100.0,,"Luebke, William tgsc",1992,CA Aromatics Company Inc.
1002031,"['mentholic','minty','herbal','tea','fruity','woody','floral','earthy']",true,mentholic minty herbal tea fruity woody floral earthy,100.0,,,,10.0,,,100.0,,"Luebke, William tgsc",2021,Takasago International Corp
1002091,"['balsamic','camphoreous','herbal','woody']",true,balsam camphor herbal woody,10.0,dipropylene glycol,medium,10.0,297.0,,,10.0,dipropylene glycol,"Luebke, William tgsc",1985,Berje Inc.
1002092,"['balsamic','camphoreous','herbal','woody']",true,balsam camphor herbal woody,10.0,dipropylene glycol,medium,10.0,297.0,,,10.0,dipropylene glycol,"Luebke, William tgsc",1985,Berje Inc.
1002111,"['cheesy','fruity','spicy','sweet','herbal','coconut','woody']",true,fruity spicy sweet herbal coconut woody,10.0,dipropylene glycol,high,10.0,,4.0,,100.0,,"Luebke, William tgsc",1989,CA Aromatics Company Inc.
1002111,"['cheesy','fruity','ketonic','green','banana','creamy']",true,"Cheese, fruity, ketonic, green banana, with a creamy nuance",,,,,,,,,,"Mosciano, Gerard P&F 16, No. 4, 45",1991,
1002131,"['waxy','floral','leafy','rose']",true,waxy floral leafy rose,100.0,,,,,,,,,,,
1002141,"['green','waxy','floral','herbal','plum','apple','cucumber']",true,green waxy floral herbal plum apple cucumber,100.0,,,,4.0,,,100.0,,"Luebke, William tgsc",1988,"Fritzsche Dodge & Olcott, Inc."
1002141,"['green','waxy','floral','herbal','vegetable','cucumber','fruity']",true,"Green, waxy, floral, herbaceous, with a slight vegetative cucumber and unripe fruity nuance",1.0,,,,,,,,,"Mosciano, Gerard P&F 26, No. 2, 40",2001,
1002151,"['floral','green','soapy','cedar','pine','woody']",false,floral green soapy cedar pine woody,100.0,,,,,,,,,,,
1002152,"['floral','green','soapy','cedar','pine','woody']",true,floral green soapy cedar pine woody,100.0,,,,100.0,,,100.0,,"Luebke, William tgsc",1986,"Chem-Fleur, Inc."
1002161,['ethereal'],false,slightly ethereal,100.0,,,,,,,,,"Luebke, William tgsc",1987,"Fritzsche Dodge & Olcott, Inc."
1002171,"['green','phenolic','nasturtium','ethereal','medicinal','aldehydic','cherry','narcissus','metallic','fruity']",true,green phenolic nasturtium ethereal medicinal aldehydic cherry narcissus metallic fruity,10.0,dipropylene glycol,medium,10.0,,,1.0,100.0,,"Luebke, William tgsc",2017,"Bedoukian Research, Inc."
1002181,"['caramellic','sweet','maple','fruity','almond','acorn','nutty']",true,sweet caramel maple fruity almond acorns nutty,100.0,,,,51.0,,,100.0,,"Luebke, William tgsc",1984,"Fritzsche Dodge & Olcott, Inc."
1002191,"['green','leafy','hyacinth']",true,strong leafy green hyacinth,1.0,dipropylene glycol,high,1.0,32.0,,,100.0,,"Luebke, William tgsc",1985,Berje Inc.
1002211,['odorless'],false,odorless,100.0,,,,,,,,,,,
1002221,"['balsamic','sweet','spicy','apricot']",true,sweet balsam spicy apricot,100.0,,,,400.0,,,100.0,,"Luebke, William tgsc",1988,"Fritzsche Dodge & Olcott, Inc."
1002231,['odorless'],false,odorless,,,,,,,,,,,,
1002261,"['fatty','buttery','winey','floral','fruity','fusel']",true,fatty butter wine floral fruity,100.0,,,,344.0,,,100.0,,"Luebke, William tgsc",1986,"Fritzsche Dodge & Olcott, Inc."
1002281,"['acidic','sour','cheesy','dairy','buttery','rancid']",true,acidic sour cheese dairy buttery rancid,1.0,propylene glycol,medium,1.0,8.0,,,100.0,,"Luebke, William tgsc",2017,Sigma-Aldrich
1002281,,true,,,,,,,,,,,,,Harrmann & Reimer Corporation
1002291,"['floral','green','leafy','grape','heliotrope']",true,green leaf floral grape,100.0,,,,,,,,,,,
1002301,"['herbal','fresh','floral','green','magnolia','plastic','cortex']",true,fresh floral green magnolia plastic herbal cortex,100.0,,,,128.0,,,100.0,,"Luebke, William tgsc",1989,"Fritzsche Dodge & Olcott, Inc."
1002311,"['fruity','balsamic','pineapple','spicy','cinnamyl','plum','apricot','peach']",true,fruity balsamic pineapple spicy cinnamyl plum apricot peach,100.0,,,,,24.0,,100.0,,"Luebke, William tgsc",2017,Sigma-Aldrich
1002311,['fruity'],true,,,,,,,,,,,,,
1002341,"['caramellic','sweet','cotton candy','jammy','fruity','bread baked']",true,sweet caramel cotton candy jam fruity baked bread,5.0,benzyl alcohol,high,5.0,372.0,,,20.0,benzyl alcohol,"Luebke, William tgsc",1996,CA Aromatics Company Inc.
1002341,"['caramellic','sweet','cotton candy','jammy','fruity','burnt','bready']",true,"Sweet, caramellic, cotton candy, jammy fruity, burnt with bready nuances",,,,,,,,,,"Mosciano, Gerard P&F 17, No. 4, 33",1992,
1002342,"['caramellic','sweet','cotton candy','jammy','fruity','bread baked']",true,sweet caramel cotton candy jam fruity baked bread,5.0,benzyl alcohol,high,5.0,372.0,,,20.0,benzyl alcohol,"Luebke, William tgsc",1996,CA Aromatics Company Inc.
1002342,"['caramellic','sweet','cotton candy','jammy','fruity','burnt','bready']",true,"Sweet, caramellic, cotton candy, jammy fruity, burnt with bready nuances",,,,,,,,,,"Mosciano, Gerard P&F 17, No. 4, 33",1992,
1002351,"['fresh','watery','clean','melon','green','marine','ozone','phenolic']",false,fresh watery clean melon green marine ozone phenolic,10.0,dipropylene glycol,high,10.0,,600.0,,10.0,dipropylene glycol,,,
1002352,"['melon','fresh','watery','clean','green','marine','ozone','phenolic']",true,fresh watery clean melon green marine ozone phenolic,10.0,dipropylene glycol,high,10.0,,600.0,,10.0,dipropylene glycol,"Luebke, William tgsc",1986,CAL/Pfizer
1002361,"['floral','balsamic','green','jasmin']",true,mild light floral balsam green jasmin,100.0,,,,168.0,,,100.0,,"Luebke, William tgsc",2002,Sigma-Aldrich
1002362,"['floral','balsamic','green','jasmin']",true,mild light floral balsam green jasmin,100.0,,,,168.0,,,100.0,,"Luebke, William tgsc",2002,Sigma-Aldrich
1002391,"['herbal','woody','camphoreous','patchouli','earthy','rooty']",true,woody camphor patchouli earthy rooty,100.0,,,,64.0,,,100.0,,"Luebke, William tgsc",1991,Kao Corporation
1002411,"['woody','clean','dry','amber','vetiver']",true,clean dry woody amber vetiver,100.0,,,,,,,,,,,
1002441,"['woody','earthy','green','patchouli','musk','moldy','cucumber','aldehydic','mossy','amber']",true,woody earthy green patchouli cashmeran moldy cucumber aldehydic moss amber,,,,,,,,,,,,
1002461,"['fruity','woody','apple green apple','herbal']",true,fruity woody green apple herbal,100.0,,,,8.0,,,100.0,,"Luebke, William tgsc",1991,Harrmann & Reimer Corporation
1002462,"['fruity','woody','apple green apple','herbal']",true,fruity woody green apple herbal,100.0,,,,8.0,,,100.0,,"Luebke, William tgsc",1991,Harrmann & Reimer Corporation
1002471,"['powdery','sweet','floral','ambrette','musk','woody']",false,powdery sweet floral ambrette musk woody,100.0,,,,,,,,,,,
1002472,"['musk','powdery','sweet','floral','ambrette','woody']",true,powdery sweet floral ambrette musk woody,100.0,,,,208.0,,,100.0,,"Luebke, William tgsc",1987,Emery Chemicals
1002472,"['musk','powdery','sweet','floral','ambrette','woody','spicy','vanilla']",true,"Powdery, sweet, floral and ambrette-like with woody, spicy and vanilla nuances",,,,,,,,,,"Mosciano, Gerard P&F 23, No. 1, 33",1998,
1002481,"['woody','dry','cedar','powdery']",true,sharp dry woody cedar,100.0,,,,400.0,,,100.0,,"Luebke, William tgsc",1986,International Flavors & Fragrances Inc.
1002521,"['green','sweet','rose','natural','oily','leafy','herbal']",true,green sweet rose natural oily leaf herbal,100.0,,,,240.0,,,100.0,,"Luebke, William tgsc",1997,Sigma-Aldrich
1002541,"['fruity','sweet','ripe','pineapple','green','peach','apricot']",true,sweet ripe fruity pineapple green peach apricot,100.0,,,,,,,,,"Luebke, William tgsc",1992,Harrmann & Reimer Corporation
1002541,"['fruity','sweet','ripe','pineapple','green','waxy']",true,"Sweet, ripe fruity, pineapple with a green waxy nuance",,,,,,,,,,"Mosciano, Gerard P&F 16, No. 2, 49",1991,
1002551,"['fruity','fatty','pineapple']",true,fatty fruity pineapple,100.0,,,,,,,,,,,
1002571,"['citrus','green','fresh','lemon peel','waxy']",true,green fresh citrus lemon peel waxy,100.0,,,,32.0,,,100.0,,"Luebke, William tgsc",1987,Harrmann & Reimer Corporation
1002571,"['citrus','sweet','green','floral','waxy','lemon peel']",true,"Sweet citrus, green, floral, waxy, lemon peel",,,,,,,,,,"Mosciano, Gerard P&F 17, No. 5, 127",1992,
1002581,"['citrus','lemon','nitrile','aldehydic','metallic']",false,citrus lemon nitrile aldehydic metallic,10.0,dipropylene glycol,medium,10.0,56.0,,,100.0,,"Luebke, William tgsc",1992,International Flavors & Fragrances Inc.
1002591,"['green','fresh','natural','oily','herbal','fruity']",true,fresh green natural oily herbal fruity,10.0,dipropylene glycol,high,10.0,,4.0,,100.0,,"Luebke, William tgsc",1994,Sigma-Aldrich
1002592,"['green','fresh','natural','oily','herbal','fruity']",true,fresh green natural oily herbal fruity,10.0,dipropylene glycol,high,10.0,,4.0,,100.0,,"Luebke, William tgsc",1994,Sigma-Aldrich
