,MolecularWeight,IsomericSMILES,IUPACName,name
3724,1550.2,CC(=O)N(CC(CN(C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I)C(=O)C)O)C2=C(C(=C(C(=C2I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,"5-[acetyl-[3-[N-acetyl-3,5-bis(2,3-dihydroxypropylcarbamoyl)-2,4,6-triiodoanilino]-2-hydroxypropyl]amino]-1-N,3-N-bis(2,3-dihydroxypropyl)-2,4,6-triiodobenzene-1,3-dicarboxamide",iodixanol
3730,821.1,CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,"5-[acetyl(2,3-dihydroxypropyl)amino]-1-N,3-N-bis(2,3-dihydroxypropyl)-2,4,6-triiodobenzene-1,3-dicarboxamide",iohexol
3735,570.93,CCC(CC1=C(C(=C(C=C1I)I)N)I)C(=O)O,"2-[(3-amino-2,4,6-triiodophenyl)methyl]butanoic acid",iopanoic acid
3736,791.1,CN(CC(CO)O)C(=O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)NC(=O)COC)I,"1-N,3-N-bis(2,3-dihydroxypropyl)-2,4,6-triiodo-5-[(2-methoxyacetyl)amino]-3-N-methylbenzene-1,3-dicarboxamide",iopromide
3739,1139.8,C1=C(C(=C(C(=C1I)NC(=O)CCCCC(=O)NC2=C(C=C(C(=C2I)C(=O)O)I)I)I)C(=O)O)I,"3-[[6-(3-carboxy-2,4,6-triiodoanilino)-6-oxohexanoyl]amino]-2,4,6-triiodobenzoic acid",iodipamide
3741,807.1,C(CO)N(C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I)C(=O)CO,"1-N,3-N-bis(2,3-dihydroxypropyl)-5-[(2-hydroxyacetyl)-(2-hydroxyethyl)amino]-2,4,6-triiodobenzene-1,3-dicarboxamide",ioversol
3742,1268.9,CC(=O)N(C)C1=C(C(=C(C(=C1I)C(=O)NCC(=O)NC2=C(C(=C(C(=C2I)C(=O)O)I)C(=O)NCCO)I)I)C(=O)NC)I,"3-[[2-[[3-[acetyl(methyl)amino]-2,4,6-triiodo-5-(methylcarbamoyl)benzoyl]amino]acetyl]amino]-5-(2-hydroxyethylcarbamoyl)-2,4,6-triiodobenzoic acid",ioxaglic acid
3759,231.25,CC1=CC(=NO1)C(=O)NNCC2=CC=CC=C2,"N'-benzyl-5-methyl-1,2-oxazole-3-carbohydrazide",isocarboxazid
3760,416.1,C1=CC(=C(C(=C1)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl,"1-[2-(2,4-dichlorophenyl)-2-[(2,6-dichlorophenyl)methoxy]ethyl]imidazole",isoconazole
3767,137.14,C1=CN=CC=C1C(=O)NN,pyridine-4-carbohydrazide,isoniazid
3784,371.4,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC,"3-O-methyl 5-O-propan-2-yl 4-(2,1,3-benzoxadiazol-4-yl)-2,6-dimethyl-1,4-dihydropyridine-3,5-dicarboxylate",isradipine
3792,358.4,CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C=C2)OC)OC,"N-[[4-[2-(dimethylamino)ethoxy]phenyl]methyl]-3,4-dimethoxybenzamide",itopride
3793,705.6,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,"2-butan-2-yl-4-[4-[4-[4-[[2-(2,4-dichlorophenyl)-2-(1,2,4-triazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]piperazin-1-yl]phenyl]-1,2,4-triazol-3-one",itraconazole
3825,254.28,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,2-(3-benzoylphenyl)propanoic acid,ketoprofen
3828,260.24,CC1=CC(=O)C2=C(C3=C(C(=C2O1)OC)OC=C3)OC,"4,9-dimethoxy-7-methylfuro[3,2-g]chromen-5-one",khellin
3830,215.21,C1=COC(=C1)CNC2=NC=NC3=C2NC=N3,N-(furan-2-ylmethyl)-7H-purin-6-amine,kinetin
3878,256.09,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,"6-(2,3-dichlorophenyl)-1,2,4-triazine-3,5-diamine",lamotrigine
3883,369.4,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,"2-[[3-methyl-4-(2,2,2-trifluoroethoxy)pyridin-2-yl]methylsulfinyl]-1H-benzimidazole",lansoprazole
3899,270.21,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F,"5-methyl-N-[4-(trifluoromethyl)phenyl]-1,2-oxazole-4-carboxamide",leflunomide
3902,285.30,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,"4-[(4-cyanophenyl)-(1,2,4-triazol-1-yl)methyl]benzonitrile",letrozole
3926,491.6,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CCCC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,"2-[4-[4,4-bis(4-fluorophenyl)butyl]piperazin-1-yl]-N-(2,6-dimethylphenyl)acetamide",lidoflazine
3936,328.4,CN(C1=NC(=CC=C1)OC)C(=S)OC2=CC3=C(CCCC3)C=C2,"O-(5,6,7,8-tetrahydronaphthalen-2-yl) N-(6-methoxypyridin-2-yl)-N-methylcarbamothioate",liranaftate
3957,382.9,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1,"ethyl 4-(13-chloro-4-azatricyclo[9.4.0.03,8]pentadeca-1(11),3(8),4,6,12,14-hexaen-2-ylidene)piperidine-1-carboxylate",loratadine
3961,422.9,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl,[2-butyl-5-chloro-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]imidazol-4-yl]methanol,losartan
4030,295.29,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,methyl N-(6-benzoyl-1H-benzimidazol-2-yl)carbamate,mebendazole
4044,241.28,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C,"2-(2,3-dimethylanilino)benzoic acid",mefenamic acid
4059,182.22,CC1=CC=CC=C1OCC(CO)O,"3-(2-methylphenoxy)propane-1,2-diol",mephenesin
4060,218.25,CCC1(C(=O)N(C(=O)N1)C)C2=CC=CC=C2,"5-ethyl-3-methyl-5-phenylimidazolidine-2,4-dione",mephenytoin
4075,153.14,C1=CC(=C(C=C1N)C(=O)O)O,5-amino-2-hydroxybenzoic acid,5-aminosalicylic acid
4100,236.3,CC(=O)N=C1N(N=C(S1)S(=O)(=O)N)C,"N-(3-methyl-5-sulfamoyl-1,3,4-thiadiazol-2-ylidene)acetamide",methazolamide
4101,140.19,C1N2CN3CN1CN(C2)C3,"1,3,5,7-tetrazatricyclo[3.3.1.13,7]decane",methenamine
4107,241.24,COC1=CC=CC=C1OCC(COC(=O)N)O,[2-hydroxy-3-(2-methoxyphenoxy)propyl] carbamate,methocarbamol
4112,454.4,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,"2-[[4-[(2,4-diaminopteridin-6-yl)methyl-methylamino]benzoyl]amino]pentanedioic acid",amethopterin
4122,301.32,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CS3,methyl N-[6-(thiophene-2-carbonyl)-1H-benzimidazol-2-yl]carbamate,nocodazole
4165,275.3,CC1=CC2=C(C=C1S(=O)(=O)N)S(=O)(=O)CCC2,"6-methyl-1,1-dioxo-3,4-dihydro-2H-thiochromene-7-sulfonamide",meticrane
4170,365.8,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl,"7-chloro-2-methyl-3-(2-methylphenyl)-4-oxo-1,2-dihydroquinazoline-6-sulfonamide",metolazone
4173,171.15,CC1=NC=C(N1CCO)[N+](=O)[O-],2-(2-methyl-5-nitroimidazol-1-yl)ethanol,metronidazole
4174,226.27,CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2,"2-methyl-1,2-dipyridin-3-ylpropan-1-one",metyrapone
4189,416.1,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,"1-[2-(2,4-dichlorophenyl)-2-[(2,4-dichlorophenyl)methoxy]ethyl]imidazole",miconazole
4197,211.22,CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2,6-methyl-2-oxo-5-pyridin-4-yl-1H-pyridine-3-carbonitrile,milrinone
4201,209.25,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O,3-hydroxy-2-imino-6-piperidin-1-ylpyrimidin-4-amine,minoxidil
4205,265.35,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,"5-methyl-2,5,19-triazatetracyclo[13.4.0.02,7.08,13]nonadeca-1(15),8,10,12,16,18-hexaene",mirtazapine
4211,320.0,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,"1-chloro-2-[2,2-dichloro-1-(4-chlorophenyl)ethyl]benzene",mitotane
4235,268.74,C1COCCN1CCNC(=O)C2=CC=C(C=C2)Cl,4-chloro-N-(2-morpholin-4-ylethyl)benzamide,moclobemide
4236,273.4,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N,2-benzhydrylsulfinylacetamide,modafinil
4238,242.23,CCOC(=NC1=C[N+](=NO1)N2CCOCC2)[O-],1-ethoxy-N-(3-morpholin-4-yloxadiazol-3-ium-5-yl)methanimidate,sin-10;morsydomine
4409,228.29,CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC,4-(6-methoxynaphthalen-2-yl)butan-2-one,nabumetone
4410,360.4,CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2N4CCC(CC4)O)F)C(=O)O,"7-fluoro-8-(4-hydroxypiperidin-1-yl)-12-methyl-4-oxo-1-azatricyclo[7.3.1.05,13]trideca-2,5,7,9(13)-tetraene-3-carboxylic acid",nadifloxacin
4472,298.34,C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2,N-benzyl-3-[2-(pyridine-4-carbonyl)hydrazinyl]propanamide,nialamide
4477,327.12,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,5-chloro-N-(2-chloro-4-nitrophenyl)-2-hydroxybenzamide,niclosamide
4485,346.3,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,"dimethyl 2,6-dimethyl-4-(2-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",nifedipine
4487,308.33,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C3=CN=CC=C3,"N-(1,5-dimethyl-3-oxo-2-phenylpyrazol-4-yl)pyridine-3-carboxamide",nifenazone
4488,282.22,C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(F)(F)F,2-[3-(trifluoromethyl)anilino]pyridine-3-carboxylic acid,niflumic acid
4493,317.22,CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C,"5,5-dimethyl-3-[4-nitro-3-(trifluoromethyl)phenyl]imidazolidine-2,4-dione",nilutamide
4494,385.4,CC1=C(C(C(=C(N1)C#N)C(=O)OC)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC(C)C,"3-O-methyl 5-O-propan-2-yl 2-cyano-6-methyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",nilvadipine
4495,308.31,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,N-(4-nitro-2-phenoxyphenyl)methanesulfonamide,nimesulide
4497,418.4,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC,"3-O-(2-methoxyethyl) 5-O-propan-2-yl 2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",nimodipine
4499,388.4,CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,"3-O-methyl 5-O-(2-methylpropyl) 2,6-dimethyl-4-(2-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",nisoldipine
4507,360.4,CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C,"5-O-ethyl 3-O-methyl 2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",nitrendipine
4539,319.33,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,1-ethyl-6-fluoro-4-oxo-7-piperazin-1-ylquinoline-3-carboxylic acid,norfloxacin
4567,299.4,CC(CCC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O,4-[1-hydroxy-2-(4-phenylbutan-2-ylamino)propyl]phenol,nylidrin
4583,361.4,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,"7-fluoro-2-methyl-6-(4-methylpiperazin-1-yl)-10-oxo-4-oxa-1-azatricyclo[7.3.1.05,13]trideca-5(13),6,8,11-tetraene-11-carboxylic acid",ofloxacin
4594,345.4,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,"6-methoxy-2-[(4-methoxy-3,5-dimethylpyridin-2-yl)methylsulfinyl]-1H-benzimidazole",omeprazole
4614,293.3,C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3,"3-(4,5-diphenyl-1,3-oxazol-2-yl)propanoic acid",oxaprozin
4621,467.6,CC(C)(CC1=CC=CC=C1)N(C)C(=O)CN(CCO)CC(=O)N(C)C(C)(C)CC2=CC=CC=C2,2-[2-hydroxyethyl-[2-[methyl-(2-methyl-1-phenylpropan-2-yl)amino]-2-oxoethyl]amino]-N-methyl-N-(2-methyl-1-phenylpropan-2-yl)acetamide,oxethazaine
4622,249.27,CCCOC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,methyl N-(6-propoxy-1H-benzimidazol-2-yl)carbamate,oxibendazole
4628,261.23,CCN1C=C(C(=O)C2=CC3=C(C=C21)OCO3)C(=O)O,"5-ethyl-8-oxo-[1,3]dioxolo[4,5-g]quinoline-7-carboxylic acid",oxolinic acid
4632,228.24,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,(2-hydroxy-4-methoxyphenyl)-phenylmethanone,oxybenzone
4641,324.4,CCCCC1C(=O)N(N(C1=O)C2=CC=C(C=C2)O)C3=CC=CC=C3,"4-butyl-1-(4-hydroxyphenyl)-2-phenylpyrazolidine-3,5-dione",oxyphenbutazone
4649,153.14,C1=CC(=C(C=C1N)O)C(=O)O,4-amino-2-hydroxybenzoic acid,4-aminosalicylic acid
4737,226.27,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC,"5-ethyl-5-pentan-2-yl-1,3-diazinane-2,4,6-trione",pentobarbital
4740,278.31,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C,"3,7-dimethyl-1-(5-oxohexyl)purine-2,6-dione",pentoxifylline
4748,404.0,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,2-[4-[3-(2-chlorophenothiazin-10-yl)propyl]piperazin-1-yl]ethanol,perphenazine
4754,179.22,CCOC1=CC=C(C=C1)NC(=O)C,N-(4-ethoxyphenyl)acetamide,phenacetin
4760,222.24,C1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O,"2-phenylindene-1,3-dione",phenindione
4781,308.4,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,"4-butyl-1,2-diphenylpyrazolidine-3,5-dione",phenylbutazone
4806,403.4,C1=CC=C(C(=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3)C(=O)O,"2-[[4-(1,3-thiazol-2-ylsulfamoyl)phenyl]carbamoyl]benzoic acid",phthalylsulfathiazole
4810,241.68,CC1=NC(=C(C(=N1)Cl)NC2=NCCN2)OC,"4-chloro-N-(4,5-dihydro-1H-imidazol-2-yl)-6-methoxy-2-methylpyrimidin-5-amine",moxonidine
4826,245.32,CC(C(C)(C)C)N=C(NC#N)NC1=CC=NC=C1,"1-cyano-2-(3,3-dimethylbutan-2-yl)-3-pyridin-4-ylguanidine",pinacidil
4828,248.32,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O,1-(1H-indol-4-yloxy)-3-(propan-2-ylamino)propan-2-ol,pindolol
4829,356.4,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,"5-[[4-[2-(5-ethylpyridin-2-yl)ethoxy]phenyl]methyl]-1,3-thiazolidine-2,4-dione",pioglitazone
4831,303.32,CCN1C=C(C(=O)C2=CN=C(N=C21)N3CCNCC3)C(=O)O,"8-ethyl-5-oxo-2-piperazin-1-ylpyrido[2,3-d]pyrimidine-6-carboxylic acid",pipemidic acid
4843,142.16,C1CC(=O)N(C1)CC(=O)N,2-(2-oxopyrrolidin-1-yl)acetamide,piracetam
4847,393.5,CC1=C(C(=O)N2C=CC=CC2=N1)CCN3CCC(CC3)C(=O)C4=CC=C(C=C4)F,"3-[2-[4-(4-fluorobenzoyl)piperidin-1-yl]ethyl]-2-methylpyrido[1,2-a]pyrimidin-4-one",pirenperone
4849,362.4,C1CCN(C1)C2=C(C(=CC(=C2)C(=O)O)S(=O)(=O)N)OC3=CC=CC=C3,4-phenoxy-3-pyrrolidin-1-yl-5-sulfamoylbenzoic acid,piretanide
4855,288.30,CCN1C=C(C(=O)C2=CN=C(N=C21)N3CCCC3)C(=O)O,"8-ethyl-5-oxo-2-pyrrolidin-1-ylpyrido[2,3-d]pyrimidine-6-carboxylic acid",piromidic acid
4883,266.34,CC(C)NCC(COC1=CC=C(C=C1)NC(=O)C)O,N-[4-[2-hydroxy-3-(propan-2-ylamino)propoxy]phenyl]acetamide,practolol
4887,481.5,C1=CC=C(C=C1)CCCCOC2=CC=C(C=C2)C(=O)NC3=CC=CC4=C3OC(=CC4=O)C5=NNN=N5,N-[4-oxo-2-(2H-tetrazol-5-yl)chromen-8-yl]-4-(4-phenylbutoxy)benzamide,pranlukast
4888,255.27,CC(C1=CC2=C(C=C1)OC3=C(C2)C=CC=N3)C(=O)O,"2-(5H-chromeno[2,3-b]pyridin-7-yl)propanoic acid",pranoprofen
4891,312.4,C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2,"2-(cyclohexanecarbonyl)-3,6,7,11b-tetrahydro-1H-pyrazino[2,1-a]isoquinolin-4-one",praziquantel
4909,218.25,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,"5-ethyl-5-phenyl-1,3-diazinane-4,6-dione",primidone
4911,285.36,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,4-(dipropylsulfamoyl)benzoic acid,probenecid
4912,516.8,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)SC(C)(C)SC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C,"2,6-ditert-butyl-4-[2-(3,5-ditert-butyl-4-hydroxyphenyl)sulfanylpropan-2-ylsulfanyl]phenol",probucol
4922,334.4,CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)C1=CC=CC=C1,4-benzamido-5-(dipropylamino)-5-oxopentanoic acid,proglumide
4943,178.27,CC(C)C1=C(C(=CC=C1)C(C)C)O,"2,6-di(propan-2-yl)phenol",propofol
4993,248.71,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,"5-(4-chlorophenyl)-6-ethylpyrimidine-2,4-diamine",pyrimethamine
4994,167.20,CCC1(C(=O)C=CNC1=O)CC,"3,3-diethyl-1H-pyridine-2,4-dione",pyrithyldione
5042,370.8,C1=CC=C2C(=C1)C(=CC(=O)N2)CC(C(=O)O)NC(=O)C3=CC=C(C=C3)Cl,2-[(4-chlorobenzoyl)amino]-3-(2-oxo-1H-quinolin-4-yl)propanoic acid,rebamipide
5073,410.5,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,"3-[2-[4-(6-fluoro-1,2-benzoxazol-3-yl)piperidin-1-yl]ethyl]-2-methyl-6,7,8,9-tetrahydropyrido[1,2-a]pyrimidin-4-one",risperidone
5090,314.4,CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3,3-(4-methylsulfonylphenyl)-4-phenyl-2H-furan-5-one,rofecoxib
5092,275.34,COC1=C(C=C(C=C1)C2CC(=O)NC2)OC3CCCC3,4-(3-cyclopentyloxy-4-methoxyphenyl)pyrrolidin-2-one,rolipram
5094,200.15,CN1C(=CN=C1COC(=O)N)[N+](=O)[O-],(1-methyl-5-nitroimidazol-2-yl)methyl carbamate,ronidazole
5152,415.6,C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O,2-(hydroxymethyl)-4-[1-hydroxy-2-[6-(4-phenylbutoxy)hexylamino]ethyl]phenol,salmeterol
5215,250.28,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,4-amino-N-pyrimidin-2-ylbenzenesulfonamide,sulfadiazine
5265,395.5,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(=O)C4=CC=C(C=C4)F,"8-[4-(4-fluorophenyl)-4-oxobutyl]-1-phenyl-1,3,8-triazaspiro[4.5]decan-4-one",spiperone
5291,493.6,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,4-[(4-methylpiperazin-1-yl)methyl]-N-[4-methyl-3-[(4-pyridin-3-ylpyrimidin-2-yl)amino]phenyl]benzamide,imatinib
5311,264.32,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,N'-hydroxy-N-phenyloctanediamide,vorinostat
5315,355.4,C1=CC(=CC=C1NC(=O)CCC(=O)O)S(=O)(=O)NC2=NC=CS2,"4-oxo-4-[4-(1,3-thiazol-2-ylsulfamoyl)anilino]butanoic acid",succinylsulfathiazole
5319,276.31,C1=CC=C(C=C1)C(=O)NS(=O)(=O)C2=CC=C(C=C2)N,N-(4-aminophenyl)sulfonylbenzamide,sulfabenzamide
5323,310.33,COC1=NC(=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N)OC,"4-amino-N-(2,6-dimethoxypyrimidin-4-yl)benzenesulfonamide",sulfadimethoxine
5324,214.25,C1=CC(=CC=C1N)S(=O)(=O)N=C(N)N,2-(4-aminophenyl)sulfonylguanidine,sulfaguanidine
5325,264.31,CC1=NC(=NC=C1)NS(=O)(=O)C2=CC=C(C=C2)N,4-amino-N-(4-methylpyrimidin-2-yl)benzenesulfonamide,sulfamerazine
5326,280.31,COC1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,4-amino-N-(5-methoxypyrimidin-2-yl)benzenesulfonamide,sulfameter
5328,270.3,CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N,"4-amino-N-(5-methyl-1,3,4-thiadiazol-2-yl)benzenesulfonamide",sulfamethizole
5329,253.28,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,"4-amino-N-(5-methyl-1,2-oxazol-3-yl)benzenesulfonamide",sulfamethoxazole
5330,280.31,COC1=NN=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)N,4-amino-N-(6-methoxypyridazin-3-yl)benzenesulfonamide,sulfamethoxypyridazine
5332,280.31,COC1=NC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N,4-amino-N-(6-methoxypyrimidin-4-yl)benzenesulfonamide,sulfamonomethoxine
5333,172.21,C1=CC(=CC=C1N)S(=O)(=O)N,4-aminobenzenesulfonamide,sulfanilamide
5335,314.4,C1=CC=C(C=C1)N2C(=CC=N2)NS(=O)(=O)C3=CC=C(C=C3)N,4-amino-N-(2-phenylpyrazol-3-yl)benzenesulfonamide,sulfaphenazole
5336,249.29,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N,4-amino-N-pyridin-2-ylbenzenesulfonamide,sulfapyridine
5339,398.4,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,2-hydroxy-5-[[4-(pyridin-2-ylsulfamoyl)phenyl]diazenyl]benzoic acid,sulfasalazine
5340,255.3,C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2,"4-amino-N-(1,3-thiazol-2-yl)benzenesulfonamide",sulfathiazole
5342,404.5,C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)C4=CC=CC=C4,"4-[2-(benzenesulfinyl)ethyl]-1,2-diphenylpyrazolidine-3,5-dione",sulfinpyrazone
5344,267.31,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N,"4-amino-N-(3,4-dimethyl-1,2-oxazol-5-yl)benzenesulfonamide",sulfisoxazole
5353,287.34,COC1=C(C=CC(=C1)S(=O)C)C2=NC3=C(N2)C=CC=N3,"2-(2-methoxy-4-methylsulfinylphenyl)-1H-imidazo[4,5-b]pyridine",sulmazole
5355,341.4,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC,N-[(1-ethylpyrrolidin-2-yl)methyl]-2-methoxy-5-sulfamoylbenzamide,sulpiride
5359,260.31,CC(C1=CC=C(C=C1)C(=O)C2=CC=CS2)C(=O)O,2-[4-(thiophene-2-carbonyl)phenyl]propanoic acid,suprofen
5362,438.5,CCCCC1(C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3)COC(=O)CCC(=O)O,"4-[(4-butyl-3,5-dioxo-1,2-diphenylpyrazolidin-4-yl)methoxy]-4-oxobutanoic acid",suxibuzone
5379,375.4,CC1CN(CCN1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F,1-cyclopropyl-6-fluoro-8-methoxy-7-(3-methylpiperazin-1-yl)-4-oxoquinoline-3-carboxylic acid,gatifloxacin
5394,194.15,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,"3-methyl-4-oxoimidazo[5,1-d][1,2,3,5]tetrazine-8-carboxamide",temozolomide
5405,471.7,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,1-(4-tert-butylphenyl)-4-[4-[hydroxy(diphenyl)methyl]piperidin-1-yl]butan-1-ol,terfenadine
5426,258.23,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,"2-(2,6-dioxopiperidin-3-yl)isoindole-1,3-dione",thalidomide
5429,180.16,CN1C=NC2=C1C(=O)NC(=O)N2C,"3,7-dimethylpurine-2,6-dione",theobromine
5430,201.25,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,"4-(1H-benzimidazol-2-yl)-1,3-thiazole",thiabendazole
