network_for_specie,from_compound_metacyc_id,to_compound_metacyc_id,from_compound_smiles,to_compound_smiles
ORG-5993,CPD-8093,1-183-2-183-SN-GLYCEROL-PHOSPHOCHOLINE,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC
ORG-5993,CPD-2181,CPD-8091,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C
ORG-5993,CPD-2181,CPD-8088,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC
ORG-5993,L-1-PHOSPHATIDYL-ETHANOLAMINE,L-1-PHOSPHATIDYL-SERINE,,
ORG-5993,L-1-PHOSPHATIDYL-SERINE,L-1-PHOSPHATIDYL-ETHANOLAMINE,,
ORG-5993,CDP-ETHANOLAMINE,L-1-PHOSPHATIDYL-ETHANOLAMINE,Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OCC[NH3+])[C@@H](O)[C@H]2O)c(=O)n1,
ORG-5993,CDP-CHOLINE,PHOSPHATIDYLCHOLINE,C[N+](C)(C)CCOP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O,
ORG-5993,PHOSPHORYL-CHOLINE,CDP-CHOLINE,C[N+](C)(C)CCOP(=O)([O-])[O-],C[N+](C)(C)CCOP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O
ORG-5993,PHOSPHORYL-CHOLINE,CHOLINE,C[N+](C)(C)CCOP(=O)([O-])[O-],C[N+](C)(C)CCO
ORG-5993,CHOLINE,PHOSPHORYL-CHOLINE,C[N+](C)(C)CCO,C[N+](C)(C)CCOP(=O)([O-])[O-]
ORG-5993,PHOSPHORYL-ETHANOLAMINE,CDP-ETHANOLAMINE,[NH3+]CCOP(=O)([O-])[O-],Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OCC[NH3+])[C@@H](O)[C@H]2O)c(=O)n1
ORG-5993,PHOSPHORYL-ETHANOLAMINE,CPD-406,[NH3+]CCOP(=O)([O-])[O-],C[NH2+]CCOP(=O)([O-])[O-]
ORG-5993,ETHANOL-AMINE,PHOSPHORYL-ETHANOLAMINE,[NH3+]CCO,[NH3+]CCOP(=O)([O-])[O-]
ORG-5993,CDPDIACYLGLYCEROL,L-1-PHOSPHATIDYL-SERINE,,
ORG-5993,CDPDIACYLGLYCEROL,L-1-phosphatidyl-inositols,,
ORG-5993,CDPDIACYLGLYCEROL,L-1-PHOSPHATIDYL-GLYCEROL-P,,
ORG-5993,ACYL-SN-GLYCEROL-3P,L-PHOSPHATIDATE,,
ORG-5993,CPD-7025,PHYTYL-PYROPHOSPHATE,C/C(=C/COP(=O)([O-])[O-])CCC[C@H](C)CCC[C@H](C)CCCC(C)C,C/C(=C/COP(=O)([O-])OP(=O)([O-])[O-])CCC[C@H](C)CCC[C@H](C)CCCC(C)C
ORG-5993,PHYTYL-PYROPHOSPHATE,CHLOROPHYLL-A,C/C(=C/COP(=O)([O-])OP(=O)([O-])[O-])CCC[C@H](C)CCC[C@H](C)CCCC(C)C,
ORG-5993,PHYTYL-PYROPHOSPHATE,CPD-12830,C/C(=C/COP(=O)([O-])OP(=O)([O-])[O-])CCC[C@H](C)CCC[C@H](C)CCCC(C)C,C/C(=C/Cc1cc(O)c2ccccc2c1O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C
ORG-5993,PHYTOL,CPD-7025,C/C(=C/CO)CCC[C@H](C)CCC[C@H](C)CCCC(C)C,C/C(=C/COP(=O)([O-])[O-])CCC[C@H](C)CCC[C@H](C)CCCC(C)C
ORG-5993,Orthophosphoric-Monoesters,Pi,,O=P([O-])([O-])O
ORG-5993,CPD-560,CPD-444,CSC[C@H]1OC(O)[C@H](O)[C@@H]1O,CSC[C@H]1O[C@H](OP(=O)([O-])[O-])[C@H](O)[C@@H]1O
ORG-5993,SO3,SULFATE,O=S([O-])[O-],O=S(=O)([O-])[O-]
ORG-5993,SO3,HS,O=S([O-])[O-],S
ORG-5993,SULFATE,APS,O=S(=O)([O-])[O-],Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OS(=O)(=O)[O-])[C@@H](O)[C@H]1O
ORG-5993,L-1-PHOSPHATIDYL-GLYCEROL-P,L-1-PHOSPHATIDYL-GLYCEROL,,
ORG-5993,L-1-PHOSPHATIDYL-GLYCEROL,CARDIOLIPIN,,
ORG-5993,5-10-METHENYL-THF-GLU-N,METHYLENE-THF-GLU-N,,
ORG-5993,5-10-METHENYL-THF-GLU-N,N5-Formyl-THF-Glu-N,,
ORG-5993,5-10-METHENYL-THF-GLU-N,FORMYL-THF-GLU-N,,
ORG-5993,METHYLENE-THF-GLU-N,DIHYDROFOLATE-GLU-N,,
ORG-5993,METHYLENE-THF-GLU-N,5-METHYL-THF-GLU-N,,
ORG-5993,METHYLENE-THF-GLU-N,5-10-METHENYL-THF-GLU-N,,
ORG-5993,METHYLENE-THF-GLU-N,SER,,[NH3+][C@@H](CO)C(=O)[O-]
ORG-5993,METHYLENE-THF-GLU-N,METHYLENE-THF-GLU-N,,
ORG-5993,FORMYL-THF-GLU-N,5-10-METHENYL-THF-GLU-N,,
ORG-5993,FORMYL-THF-GLU-N,FORMYL-THF-GLU-N,,
ORG-5993,FORMATE,FORMYL-THF-GLU-N,O=C[O-],
ORG-5993,L-Galactopyranose,CPD-330,OC[C@@H]1OC(O)[C@@H](O)[C@H](O)[C@@H]1O,O=C1O[C@H]([C@@H](O)CO)[C@@H](O)[C@@H]1O
ORG-5993,CPD-330,ASCORBATE,O=C1O[C@H]([C@@H](O)CO)[C@@H](O)[C@@H]1O,O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O
ORG-5993,ASCORBATE,CPD-318,O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O
ORG-5993,CPD-68,ETHYLENE-CMPD,[NH3+]C1(C(=O)[O-])CC1,C=C
ORG-5993,CPD-1881,CPDQT-429,O=S(=O)([O-])O/N=C(/[S-])Cc1c[nH]c2ccccc12,S=C=NCc1c[nH]c2ccccc12
ORG-5993,CPDQT-429,CPDQT-428,S=C=NCc1c[nH]c2ccccc12,OCc1c[nH]c2ccccc12
ORG-5993,Glucosinolates,THIOHYDROXIMATE-O-SULFATES,,
ORG-5993,CPD-21171,CPDQT-331,[NH3+][C@@H](CSC(=S)NCc1c[nH]c2ccccc12)C(=O)[O-],O=C([O-])C1CSC(=S)N1
ORG-5993,CPD-21171,CPD-8913,[NH3+][C@@H](CSC(=S)NCc1c[nH]c2ccccc12)C(=O)[O-],[NH3+]Cc1c[nH]c2ccccc12
ORG-5993,CPDQT-435,CPDQT-436,COc1cccc2[nH]cc(CNC(=S)SC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-])c12,COc1cccc2[nH]cc(C[NH3+])c12
ORG-5993,FARNESYL-PP,CPD-8233,CC(C)=CCC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-],C/C1=C\CC/C(C)=C/CC(C)(C)/C=C/C1
ORG-5993,FARNESYL-PP,CPD-8230,CC(C)=CCC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-],C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C
ORG-5993,FARNESYL-PP,CPD-8232,CC(C)=CCC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-],C=C[C@]1(C)CC[C@@H](C(=C)C)C[C@H]1C(=C)C
ORG-5993,FARNESYL-PP,CPD-8239,CC(C)=CCC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-],C=CC(=C)CC/C=C(\C)CCC=C(C)C
ORG-5993,FARNESYL-PP,CPD-9338,CC(C)=CCC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-],C=C/C(C)=C/C/C=C(\C)CCC=C(C)C
ORG-5993,FARNESYL-PP,CPD-8764,CC(C)=CCC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-],C=C/C(C)=C\C/C=C(\C)CCC=C(C)C
ORG-5993,FARNESYL-PP,CPD-8843,CC(C)=CCC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-],C=C[C@](C)(O)CC/C=C(\C)CCC=C(C)C
ORG-5993,CPD-12568,CPD-8844,C=C[C@@](C)(O)CC/C=C(\C)CCC=C(C)C,C=C/C=C(\C)CCC=C(C)C
ORG-5993,CPD-8843,CPD-8844,C=C[C@](C)(O)CC/C=C(\C)CCC=C(C)C,C=C/C=C(\C)CCC=C(C)C
ORG-5993,CPD-7003,PHYTYL-PYROPHOSPHATE,CC(C)=CCC[C@@H](C)CCC[C@@H](C)CCC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-],C/C(=C/COP(=O)([O-])OP(=O)([O-])[O-])CCC[C@H](C)CCC[C@H](C)CCCC(C)C
ORG-5993,CPD-7002,CPD-7003,CC(C)=CCC/C(C)=C\CC[C@@H](C)CCC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-],CC(C)=CCC[C@@H](C)CCC[C@@H](C)CCC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-]
ORG-5993,GERANYLGERANYL-PP,CPD-7002,CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-],CC(C)=CCC/C(C)=C\CC[C@@H](C)CCC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-]
ORG-5993,GERANYLGERANYL-PP,CPD-464,CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-],CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C\[C@H]1[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@]1(C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
ORG-5993,GERANYLGERANYL-PP,ENT-COPALYL-DIPHOSPHATE,CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-],C=C1CC[C@@H]2C(C)(C)CCC[C@@]2(C)[C@@H]1CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]
ORG-5993,GERANYLGERANYL-PP,CPD-11712,CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-],CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C\Cc1cc(O)cc(C)c1O
ORG-5993,CPD-11529,CPD-731,CC/C=C\C[C@@H]1C(=O)CC[C@@H]1CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CC/C=C\C[C@@H]1C(=O)CC[C@@H]1CC(=O)[O-]
ORG-5993,CPD-730,CPD-11517,CC/C=C\C[C@@H]1C(=O)CC[C@@H]1CCCCCCCC(=O)[O-],CC/C=C\C[C@@H]1C(=O)CC[C@@H]1CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
ORG-5993,CPD-725,CIS-3-HEXENAL,CC/C=C\C[C@@H](/C=C/C=C\CCCCCCCC(=O)[O-])OO,CC/C=C\CC=O
ORG-5993,CPD-725,12-OXO-CIS-9-DODECENOATE,CC/C=C\C[C@@H](/C=C/C=C\CCCCCCCC(=O)[O-])OO,O=CC/C=C\CCCCCCCC(=O)[O-]
ORG-5993,13-HYDROPEROXYOCTADECA-911-DIENOATE,12-OXO-CIS-9-DODECENOATE,CCCCC[C@@H](/C=C/C=C\CCCCCCCC(=O)[O-])OO,O=CC/C=C\CCCCCCCC(=O)[O-]
ORG-5993,13-HYDROPEROXYOCTADECA-911-DIENOATE,HEXANAL,CCCCC[C@@H](/C=C/C=C\CCCCCCCC(=O)[O-])OO,CCCCCC=O
ORG-5993,L-CITRULLINE,L-ORNITHINE,NC(=O)NCCC[C@H]([NH3+])C(=O)[O-],[NH3+]CCC[C@H]([NH3+])C(=O)[O-]
ORG-5993,L-CITRULLINE,CARBAMOYL-P,NC(=O)NCCC[C@H]([NH3+])C(=O)[O-],NC(=O)OP(=O)([O-])[O-]
ORG-5993,L-ORNITHINE,PUTRESCINE,[NH3+]CCC[C@H]([NH3+])C(=O)[O-],[NH3+]CCCC[NH3+]
ORG-5993,L-ORNITHINE,L-GLUTAMATE_GAMMA-SEMIALDEHYDE,[NH3+]CCC[C@H]([NH3+])C(=O)[O-],[NH3+][C@@H](CCC=O)C(=O)[O-]
ORG-5993,CARBAMOYL-P,CARBAMYUL-L-ASPARTATE,NC(=O)OP(=O)([O-])[O-],NC(=O)N[C@@H](CC(=O)[O-])C(=O)[O-]
ORG-5993,CROTONYL-COA,CPD-9406,C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CC[C@@H](C(=O)[O-])C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
ORG-5993,ACRYLYL-COA,METHYL-MALONYL-COA,C=CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],C[C@H](C(=O)[O-])C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
ORG-5993,OXALACETIC_ACID,CIT,O=C([O-])CC(=O)C(=O)[O-],O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-]
ORG-5993,OXALACETIC_ACID,PHOSPHO-ENOL-PYRUVATE,O=C([O-])CC(=O)C(=O)[O-],C=C(OP(=O)([O-])[O-])C(=O)[O-]
ORG-5993,CPD-474,CPD-7087,O=C1c2c(O)cc([O-])cc2O[C@H](c2ccc(O)c(O)c2)[C@H]1O,O=C1c2c(O)cc([O-])cc2O[C@H](c2cc(O)c(O)c(O)c2)[C@H]1O
ORG-5993,CPD-474,CPD-520,O=C1c2c(O)cc([O-])cc2O[C@H](c2ccc(O)c(O)c2)[C@H]1O,O=c1c([O-])c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
ORG-5993,LEUCOPELARGONIDIN-CMPD,PELARGONIDIN-CMPD,Oc1ccc([C@H]2Oc3cc(O)cc(O)c3[C@H](O)[C@@H]2O)cc1,[O-]c1cc2c([O-])cc(O)cc2[o+]c1-c1ccc(O)cc1
ORG-5993,CPD-6994,CPD-474,O=C1C[C@@H](c2ccc(O)c(O)c2)Oc2cc([O-])cc(O)c21,O=C1c2c(O)cc([O-])cc2O[C@H](c2ccc(O)c(O)c2)[C@H]1O
ORG-5993,CPD-6994,CPD-7214,O=C1C[C@@H](c2ccc(O)c(O)c2)Oc2cc([O-])cc(O)c21,O=C1C[C@@H](c2cc(O)c(O)c(O)c2)Oc2cc([O-])cc(O)c21
ORG-5993,CPD-6994,5734-TETRAHYDROXYFLAVONE,O=C1C[C@@H](c2ccc(O)c(O)c2)Oc2cc([O-])cc(O)c21,O=c1cc(-c2ccc(O)c(O)c2)oc2cc([O-])cc(O)c12
ORG-5993,CPD-7087,CPD-7088,O=C1c2c(O)cc([O-])cc2O[C@H](c2cc(O)c(O)c(O)c2)[C@H]1O,Oc1cc(O)c2c(c1)O[C@H](c1cc(O)c(O)c(O)c1)[C@@H](O)[C@H]2O
ORG-5993,CPD-7087,MYRICETIN,O=C1c2c(O)cc([O-])cc2O[C@H](c2cc(O)c(O)c(O)c2)[C@H]1O,O=c1c([O-])c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12
ORG-5993,CPD-7214,CPD-7087,O=C1C[C@@H](c2cc(O)c(O)c(O)c2)Oc2cc([O-])cc(O)c21,O=C1c2c(O)cc([O-])cc2O[C@H](c2cc(O)c(O)c(O)c2)[C@H]1O
ORG-5993,MALTOTRIOSE,Glucopyranose,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)OC(O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
ORG-5993,MALTOTRIOSE,D-Glucose,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)OC(O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
ORG-5993,Branched-Unphos-Amylopectin-Tails,Linear-Malto-Oligosaccharides,,
ORG-5993,Linear-Malto-Oligosaccharides,MALTOSE,,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
ORG-5993,MALTOSE,GLC,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
ORG-5993,CPD-13198,Branched-Unphos-Amylopectin-Tails,,
ORG-5993,CPD-13198,MALTOSE,,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
ORG-5993,ADENOSINE,AMP,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O
ORG-5993,Fe2-siderophores,FE+2,,[Fe+2]
ORG-5993,CHLOROPHYLLIDE-A,CHLOROPHYLL-A,,
ORG-5993,CHLOROPHYLLIDE-A,CPD-7005,,
ORG-5993,CHLOROPHYLLIDE-A,CPD-7061,,C=Cc1c(C)c2cc3nc(c4c5[nH]c(cc6nc(cc1[nH]2)C(C)=C6CC)c(C)c5C(=O)[C-]4C(=O)OC)[C@@H](CCC(=O)[O-])[C@@H]3C
ORG-5993,CHLOROPHYLL-A,CHLOROPHYLLIDE-A,,
ORG-5993,CHLOROPHYLL-A,PHYTOL,,C/C(=C/CO)CCC[C@H](C)CCC[C@H](C)CCCC(C)C
ORG-5993,CPD-7014,CHLOROPHYLL-B,,C=Cc1c(C)c2n3c1C=C1N=C(/C=c4/c(C)c5c(n4[Mg]3)=C(C3=NC(=C2)[C@@H](C)[C@@H]3CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)[C@@H](C(=O)OC)C5=O)C(CC)=C1C=O
ORG-5993,CPD-7005,CPD-7004,,C=Cc1c(C)c2n3c1C=C1C(C)=C(CC)C4=[N+]1[Mg-2]31n3c(c(C)c5c3=C(C3=[N+]1C(=C2)[C@@H](C)[C@@H]3CCC(=O)OC/C=C(\C)CCC[C@H](C)CC/C=C(\C)CCC=C(C)C)[C-](C(=O)OC)C5=O)=C4
ORG-5993,CPD-7006,CHLOROPHYLL-A,C=Cc1c(C)c2n3c1C=C1C(C)=C(CC)C4=[N+]1[Mg-2]31n3c(c(C)c5c3=C(C3=[N+]1C(=C2)[C@@H](C)[C@@H]3CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCC=C(C)C)[C-](C(=O)OC)C5=O)=C4,
ORG-5993,CPD-7004,CPD-7006,C=Cc1c(C)c2n3c1C=C1C(C)=C(CC)C4=[N+]1[Mg-2]31n3c(c(C)c5c3=C(C3=[N+]1C(=C2)[C@@H](C)[C@@H]3CCC(=O)OC/C=C(\C)CCC[C@H](C)CC/C=C(\C)CCC=C(C)C)[C-](C(=O)OC)C5=O)=C4,C=Cc1c(C)c2n3c1C=C1C(C)=C(CC)C4=[N+]1[Mg-2]31n3c(c(C)c5c3=C(C3=[N+]1C(=C2)[C@@H](C)[C@@H]3CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCC=C(C)C)[C-](C(=O)OC)C5=O)=C4
ORG-5993,Jasmonic-Acids,Jasmonoyl-Isoleucines,CC/C=C\CC1C(=O)CCC1CC(=O)[O-],CC/C=C\CC1C(=O)CCC1CC(=O)N[C@H](C(=O)[O-])[C@@H](C)CC
ORG-5993,Jasmonic-Acids,Jasmonoyl-Leucines,CC/C=C\CC1C(=O)CCC1CC(=O)[O-],CC/C=C\CC1C(=O)CCC1CC(=O)N[C@@H](CC(C)C)C(=O)[O-]
ORG-5993,Jasmonic-Acids,Jasmonoyl-Valines,CC/C=C\CC1C(=O)CCC1CC(=O)[O-],CC/C=C\CC1C(=O)CCC1CC(=O)N[C@H](C(=O)[O-])C(C)C
ORG-5993,Jasmonic-Acids,Jasmonoyl-Phenylalanines,CC/C=C\CC1C(=O)CCC1CC(=O)[O-],CC/C=C\CC1C(=O)CCC1CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-]
ORG-5993,Jasmonic-Acids,Jasmonoyl-ACCs,CC/C=C\CC1C(=O)CCC1CC(=O)[O-],CC/C=C\CC1C(=O)CCC1CC(=O)NC1(C(=O)[O-])CC1
ORG-5993,Jasmonic-Acids,CPD-19728,CC/C=C\CC1C(=O)CCC1CC(=O)[O-],CC/C=C\C[C@H]1C(=O)CC[C@@H]1CC(=O)NC1(C(=O)[O-])CC1
ORG-5993,APS,SO3,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OS(=O)(=O)[O-])[C@@H](O)[C@H]1O,O=S([O-])[O-]
ORG-5993,CPD-13171,CPD-7535,CC(C)=CCC/C(C)=C\CC/C(C)=C/C=C/C(C)=C/C=C\C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,CC(C)=CCC/C(C)=C\CC/C(C)=C/C=C/C(C)=C/C=C\C=C(C)\C=C\C=C(\C)CC/C=C(\C)CCC=C(C)C
ORG-5993,CPD-7496,CPD1F-114,CC(C)=CCC/C(C)=C\C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)\C=C/C=C(\C)CCC=C(C)C,CC(C)=CCC/C(C)=C\C=C\C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(\C)CCC=C(C)C
ORG-5993,CPD1F-114,CPD-13371,CC(C)=CCC/C(C)=C\C=C\C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(\C)CCC=C(C)C,CC(=O)/C=C/C=C(/C)CCC=C(C)C
ORG-5993,CPD1F-114,CPD-7968,CC(C)=CCC/C(C)=C\C=C\C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(\C)CCC=C(C)C,CC(/C=C/C=O)=C\C=C\C(C)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C=O
ORG-5993,CPD-464,CPD-12321,CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C\[C@H]1[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@]1(C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C\C=C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
ORG-5993,DGDP,DGTP,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]1,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]1
ORG-5993,DGTP,8-Oxo-dGTP,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]1,Nc1nc2c([nH]c(=O)n2[C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]1
ORG-5993,GDP,DGDP,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]1
ORG-5993,CPD-5441,PHOSPHORYL-CHOLINE,C[NH+](C)CCOP(=O)([O-])[O-],C[N+](C)(C)CCOP(=O)([O-])[O-]
ORG-5993,CPD-406,CPD-5441,C[NH2+]CCOP(=O)([O-])[O-],C[NH+](C)CCOP(=O)([O-])[O-]
ORG-5993,MALONATE,MALONYL-ACP,O=C([O-])CC(=O)[O-],
ORG-5993,MALONATE,MALONYL-COA,O=C([O-])CC(=O)[O-],CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)[O-]
ORG-5993,MALONYL-COA,MALONYL-ACP,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)[O-],
ORG-5993,SORBITOL,FRU,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO
ORG-5993,MYO-INOSITOL,L-1-phosphatidyl-inositols,O[C@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O,
ORG-5993,MYO-INOSITOL,D-Glucopyranuronate,O[C@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O,O=C([O-])[C@H]1OC(O)[C@H](O)[C@H](O)[C@@H]1O
ORG-5993,GERANYL-PP,CPD-4889,CC(C)=CCC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-],C=C/C(C)=C\CC=C(C)C
