CID,Molar Refractivity,Net Charge,HBD,HBA,Rt Bonds,Rings,TPSA,Hetero Atoms,Heavy Atoms,Aromatic Heavy Atoms,Melting Point (°C),Boiling Point (°C@760.00mm Hg),Vapor Pressure (mmHg@25.00 °C),Vapor Density (Air =1),Fraction Csp3,LogP,iLOGP,XLOGP3,WLOGP,MLOGP,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class: esol_class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT Class,GI Absorption,BBB Permeable,PgP Substrate,Log Kp (cm/s),Bioavailability Score,Caco2,Human Intestinal Absorption,Plasm Protein Binding,CYP1A2 Inhibitor,CYP2C19 Inhibitor,CYP2C9 Inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,Ames mutagenesis,Acute Oral Toxicity,Carcinogenicity (Binary),Carcinogenicity (Trinary),Eye Irritation,Hepatotoxicity,Androgen Receptor Binding,Aromatase Binding,Estrogen Receptor Binding,Glucocorticoid Receptor Binding,Thyroid Receptor Binding,BRCP inhibitor,BSEP inhibitor,OATP1B1 inhibitor,OATP1B3 inhibitor,OATP2B1 inhibitor,OCT1 inhibitor,OCT2 inhibitor
660,40.79,,,2,0,2,26.30,2,11,6,24.00 to 25.00,271.00 to 272.00,4,,0.22,1.538,1.76,1.64,1.54,1.86,-2.20,0.945,0.006,Soluble,-1.81,2.32,0.02,Very soluble,-2.84,0.22,0,Soluble,High,1,0,-6.04,0.55,1,1,0.755,0,0,0,0,0,0,1.636,0,Warning,1,0,0,0,0,0,0,0,0,1,1,0,0,0
670,19.06,,2,3,2,,57.53,3,6,0,88.00 to 90.00,212.00 to 214.00,0.021,,0.67,-1.46,0.48,-1.36,-1.46,-1.66,0.59,351,3.89,Highly soluble,0.65,404,4.49,Highly soluble,0.61,366,4.06,Soluble,High,0,0,-7.82,0.55,0,1,-0.324,0,0,0,0,0,1,2.175,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
674,14.53,,1,1,0,,12.03,1,3,0,6.00 to 7.00,6.80 ,1520.28,,1.00,-0.164,1.24,-0.20,-0.16,-0.23,0.01,45.8,1.02,Highly soluble,0.40,114,2.53,Highly soluble,-0.48,15.1,0.33,Soluble,Low,0,0,-6.72,0.55,1,1,-0.313,0,0,0,0,0,0,1.594,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
679,20.01,,,1,0,,36.28,2,4,0,17.00 to 19.00,189.00 to 190.00,0.61,2.7,1.00,-0.005,1.03,-0.61,0.86,-0.37,0.06,89.7,1.15,Highly soluble,0.32,163,2.09,Highly soluble,-0.55,22.1,0.28,Soluble,High,1,0,-7.21,0.55,0,1,-0.385,0,0,0,0,0,0,0.617,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
702,12.89,,1,1,0,,20.23,1,3,0,-115.00 to -114.00,22.00 to 23.00,44.6,1.59,1.00,-0.001,1.10,-0.09,0.00,-0.23,-0.07,39.3,0.853,Very soluble,0.12,60.4,1.31,Highly soluble,0.13,62,1.35,Soluble,Low,0,0,-6.64,0.55,1,0,,0,0,0,0,0,0,,0,Warning,0,1,0,0,0,1,0,1,0,1,1,0,0,0
713,10.22,,1,1,0,,43.09,,3,0,2.55,210.5,0.06,1.56,0.00,-1.51,0.24,-0.85,-0.90,-1.13,0.42,117,2.61,Highly soluble,0.43,120,2.67,Highly soluble,0.76,260,5.77,Soluble,High,0,0,-7.18,0.55,1,1,0.347,0,0,0,0,0,0,0.682,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
743,29.69,-2,2,4,4,,74.60,4,9,0,98.00 ,303.00 ,,,0.60,0.326,0.45,-0.29,0.33,-0.13,-0.21,81,0.613,Very soluble,-0.82,20.1,0.15,Very soluble,0.19,206,1.56,Soluble,High,0,0,-7.31,0.85,0,1,0.147,0,0,0,0,0,0,1.798,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
750,16.21,,2,3,1,,63.32,3,5,0,240.00 to 245.00,240.94 ,0.012,,0.50,-0.97,0.37,-3.21,-0.97,-3.58,1.78,4550,60.7,Highly soluble,2.45,21200,282,Highly soluble,0.83,510,6.79,Soluble,High,0,0,-9.04,0.55,0,0,-0.196,0,0,0,0,0,0,0.531,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
753,20.02,,3,3,2,,60.69,3,6,0,17.00 to 20.00,290.00 to 291.00,0.000168,3.1,1.00,-1.668,0.45,-1.76,-1.67,-1.51,0.83,622,6.76,Highly soluble,1.00,922,10,Highly soluble,1.08,1110,12,Soluble,High,0,0,-8.11,0.55,0,1,-0.181,0,0,0,0,0,0,1.439,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
757,14.66,-1,2,3,1,,57.53,3,5,0,79.50 ,265.57 ,0.001,,0.50,-0.937,0.24,-1.11,-0.94,-1.37,0.45,216,2.84,Highly soluble,0.39,188,2.47,Highly soluble,1.04,844,11.1,Soluble,High,0,0,-7.55,0.85,0,1,-0.243,0,0,0,0,0,0,1.261,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
767,10.65,-1,2,3,0,,57.53,3,4,0,720,,,,0.00,0.222,-0.22,-0.13,0.22,-1.60,-0.14,44.7,0.72,Very soluble,-0.62,14.7,0.24,Very soluble,1.49,1910,30.8,Soluble,High,0,0,-6.77,0.85,0,1,0.436,0,0,0,0,0,0,0.839,1,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
769,8.71,-1,1,3,0,,60.36,3,4,0,,,,,0.00,0.222,-0.30,-0.13,-1.11,-1.60,-0.14,44.6,0.73,Very soluble,-0.68,12.6,0.21,Very soluble,1.49,1880,30.8,Soluble,High,0,0,-6.76,0.85,0,1,0.441,0,0,0,0,0,0,1.201,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
784,5.26,,1,3,0,,40.46,,2,0,,150.2,1.5,,0.00,-1.36,-0.30,-0.13,-1.11,-1.60,-0.14,44.6,0.73,Very soluble,-0.68,12.6,0.21,Very soluble,1.49,1880,30.8,Soluble,High,0,0,-6.76,0.85,1,1,0.067,0,0,0,0,0,0,1.831,1,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
785,30.49,,2,2,0,1,40.46,2,8,6,172.00 to 173.00,286.00 to 288.00,0.002,,0.00,1.098,0.92,0.59,1.10,0.79,-1.45,3.91,0.036,Very soluble,-1.01,10.7,0.1,Very soluble,-1.18,7.21,0.07,Soluble,High,1,0,-6.55,0.55,1,1,0.443,0,0,0,0,1,0,2.59,0,Non-required,1,0,1,0,0,0,0,0,0,1,1,0,0,0
791,35.44,,2,3,3,,63.32,3,9,0,290.00 to 292.00,225.00 to 226.00,0.031,,0.83,0.444,1.26,-1.72,0.44,-1.82,0.63,557,4.25,Highly soluble,0.90,1050,8.02,Highly soluble,-0.14,96.1,0.73,Soluble,High,0,0,-8.32,0.55,0,1,0.534,0,0,0,0,0,0,2.272,0,Non-required,0,0,0,0,0,0,0,0,0,1,1,0,0,0
798,38.30,,1,0,0,2,15.79,1,9,9,51.00 to 54.00,253.00 to 254.00,0.0122,,0.00,2.168,1.43,2.05,2.17,1.57,-2.60,0.296,0.003,Soluble,-2.01,1.14,0.01,Soluble,-3.23,0.07,0,Soluble,High,1,0,-5.56,0.55,1,1,0.617,1,0,0,0,0,0,2.016,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
802,49.84,-1,2,2,2,2,53.09,3,13,9,165.00 to 169.00,413.00 to 415.00,0.000005,,0.10,1.795,1.01,1.41,1.79,1.11,-2.19,1.12,0.006,Soluble,-2.13,1.3,0.01,Soluble,-3.06,0.15,0,Soluble,High,1,0,-6.37,0.85,1,1,0.951,0,0,0,0,0,0,1.603,0,Non-required,1,1,0,0,0,0,0,0,0,1,1,0,0,0
836,49.55,,4,5,3,1,103.78,5,14,6,270,,,,0.22,0.052,0.78,-2.74,0.05,-2.26,0.54,691,3.5,Highly soluble,1.11,2560,13,Highly soluble,-0.72,37.6,0.19,Soluble,High,0,0,-9.45,0.55,0,1,0.685,0,0,0,0,0,1,1.612,0,Non-required,1,0,1,0,0,0,0,0,0,1,1,0,0,0
838,49.03,1,4,4,3,1,72.72,4,13,6,,,,,0.33,0.351,1.35,-1.37,0.03,0.07,-0.26,102,0.554,Very soluble,0.34,404,2.2,Highly soluble,-1.56,4.99,0.03,Soluble,High,0,0,-8.39,0.55,0,1,0.434,0,0,0,0,0,0,1.784,0,Non-required,0,0,0,0,0,0,0,0,0,1,1,0,0,0
857,35.44,,2,3,3,,63.32,3,9,0,293.00 to 296.00,225.77 ,0.031,,0.83,0.444,1.14,-1.52,0.44,-1.82,0.50,417,3.18,Highly soluble,0.70,652,4.97,Highly soluble,-0.14,96.1,0.73,Soluble,High,0,0,-8.18,0.55,0,1,0.646,0,0,0,0,0,0,1.393,0,Non-required,0,0,0,0,0,0,0,0,0,1,1,0,0,0
875,27.21,-2,4,6,3,,115.06,6,10,0,206.00 to 210.00,399.00 to 400.00,,,0.50,-2.123,-0.83,-1.88,-2.12,-2.18,0.61,614,4.09,Highly soluble,-0.02,144,0.96,Very soluble,2.44,41700,278,Soluble,Low,0,0,-8.55,0.56,0,1,0.643,0,0,0,0,0,0,1.463,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
876,38.22,,2,3,4,,88.62,4,9,0,280.00 to 281.00,300.00 to 301.00,0.00017,,0.80,0.151,1.17,-1.87,0.15,-2.20,0.68,709,4.75,Highly soluble,0.53,504,3.38,Highly soluble,-0.23,87.5,0.59,Soluble,High,0,0,-8.54,0.55,0,0,0.416,0,0,0,0,0,0,1.136,0,Non-required,0,0,0,0,0,0,0,0,0,1,1,0,0,0
878,14.85,,,0,0,,38.80,,2,0,-123.00 to -121.00,5.90 to 6.00,1901.06604,1.66,1.00,,1.13,0.51,0.55,0.20,-0.46,16.7,0.347,Very soluble,-0.90,6.12,0.13,Very soluble,-0.16,33.3,0.69,Soluble,High,1,0,-6.23,0.55,1,1,-0.206,0,0,0,0,0,0,1.613,1,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
880,16.93,,,2,1,,34.14,2,5,0,<25,72,120.93,,0.33,-0.226,0.21,-0.39,-0.23,-0.89,0.02,76.3,1.06,Highly soluble,0.14,98.7,1.37,Highly soluble,-0.03,68,0.94,Soluble,High,0,0,-7.02,0.55,1,1,0.189,0,0,0,0,0,1,1.666,1,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
904,40.75,,1,1,2,1,29.10,2,10,6,114.00 to 115.00,304.00 to 305.00,0.001,,0.12,1.645,1.53,1.16,1.45,1.53,-1.72,2.57,0.019,Very soluble,-1.37,5.82,0.04,Very soluble,-2.75,0.24,0,Soluble,High,1,0,-6.30,0.55,1,1,0.368,1,0,0,0,0,0,1.982,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
931,43.95,,,0,0,2,0.00,0,10,10,80.00 to 82.00,124.00 to 125.00,0.159,4.4,0.00,2.84,1.99,3.30,2.84,4.26,-3.45,0.045,0,Soluble,-2.98,0.14,0,Soluble,-4.03,0.01,0,Moderately soluble,Low,1,0,-4.74,0.55,1,1,0.717,1,0,0,0,0,0,2.295,0,Warning,1,0,0,0,0,0,0,0,0,1,1,0,0,0
932,71.57,-1,3,5,1,3,86.99,5,20,12,251,577.5,,,0.13,2.51,1.75,2.52,2.19,0.71,-3.49,0.087,0,Soluble,-3.99,0.03,0,Soluble,-3.42,0.1,0,Soluble,High,0,1,-6.17,0.55,1,1,1.001,1,0,0,0,1,0,1.87,0,Non-required,1,1,1,1,1,1,1,1,0,1,1,0,0,0
936,32.33,,1,2,1,1,55.98,3,9,6,130.00 to 132.00,334.41 ,,,0.00,0.181,0.70,-0.37,0.18,-0.43,-0.79,19.7,0.162,Very soluble,-0.34,55.5,0.45,Very soluble,-1.57,3.3,0.03,Soluble,High,0,0,-7.31,0.55,1,1,0.296,0,0,0,0,0,0,1.361,0,Non-required,1,1,0,0,0,0,0,0,0,1,1,0,0,0
938,31.20,-1,1,3,1,1,50.19,3,9,6,236.00 to 238.00,292.47,0.001,,0.00,0.78,0.86,0.36,0.78,-1.13,-1.26,6.81,0.055,Very soluble,-0.98,12.9,0.11,Very soluble,-1.35,5.46,0.04,Soluble,High,1,0,-6.80,0.85,1,1,0.499,0,0,0,0,0,0,0.872,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
957,41.73,,1,1,6,,20.23,1,9,0,-16.00 to -15.00,194.00 to 196.00,0.0794,4.5,1.00,2.339,2.51,3.00,2.34,2.22,-2.14,0.94,0.007,Soluble,-3.09,0.11,0,Soluble,-2.49,0.42,0,Soluble,High,1,0,-4.96,0.55,1,1,0.889,0,0,0,0,0,0,2.266,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
964,19.67,-1,2,4,2,,74.60,4,7,0,82.4,257,0.003,,0.33,-1.368,-0.18,-0.98,-1.37,-1.81,0.26,191,1.84,Highly soluble,-0.10,82.5,0.79,Very soluble,1.04,1140,11,Soluble,High,0,0,-7.63,0.85,0,1,-0.021,0,0,0,0,0,0,1.616,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
971,15.27,-2,2,4,1,,74.60,4,6,0,189.00 to 190.00,365.00 to 367.00,0.00023,4.4,0.00,-0.844,-0.35,-0.25,-0.84,-1.51,-0.17,60.2,0.669,Very soluble,-0.86,12.5,0.14,Very soluble,1.47,2660,29.5,Soluble,High,0,0,-7.03,0.85,0,1,0.278,0,0,0,0,0,0,0.854,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
977,6.73,,2,4,0,,34.14,,2,0,,,,,0.00,0.65,-0.35,-0.25,-0.84,-1.51,-0.17,60.2,0.669,Very soluble,-0.86,12.5,0.14,Very soluble,1.47,2660,29.5,Soluble,High,0,0,-7.03,0.85,1,1,0.04,0,0,0,0,0,0,1.443,1,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
978,37.81,-1,2,2,1,1,63.32,3,10,6,188.00 to 189.00,339.00 to 340.00,,,0.00,0.967,0.82,0.83,0.98,-0.12,-1.59,3.52,0.026,Very soluble,-1.74,2.48,0.02,Very soluble,-1.38,5.69,0.04,Soluble,High,1,0,-6.55,0.85,1,1,0.702,0,0,0,0,0,0,0.953,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
980,37.29,-1,1,3,1,1,66.05,4,10,6,113.8,279,,,0.00,1.3,0.77,1.91,1.30,0.26,-2.28,0.724,0.005,Soluble,-2.92,0.17,0,Soluble,-1.18,9.28,0.07,Soluble,High,1,0,-5.79,0.55,1,1,0.543,0,0,0,0,0,0,2.496,0,Warning,1,0,1,0,0,0,0,0,0,1,1,0,0,0
984,79.23,,,1,14,,17.07,1,17,0,33.00 to 36.00,297.00 to 298.00,0.001,,0.94,5.667,4.15,7.05,5.67,4.31,-4.85,0.003,0,Moderately soluble,-7.23,0,0,Poorly soluble,-5.89,0,0,Moderately soluble,High,0,0,-2.76,0.55,1,1,1.081,1,0,0,0,0,0,0.962,0,Non-required,1,0,0,0,0,0,1,0,0,1,1,0,0,0
985,80.80,-1,1,2,14,,37.30,2,18,0,61.00 to 64.00,204.00 to 220.00,10,,0.94,5.552,3.85,7.17,5.55,4.19,-5.02,0.002,0,Moderately soluble,-7.77,0,0,Poorly soluble,-5.31,0,0,Moderately soluble,High,1,0,-2.77,0.85,1,1,0.851,1,0,1,0,0,0,1.376,0,Non-required,1,0,0,0,0,0,1,0,0,1,0,0,0,0
994,45.50,,2,3,3,1,63.32,3,12,6,186.00 ,266.00 to 267.00,0.000005,,0.22,0.641,1.08,-1.52,0.64,-1.11,-0.08,138,0.835,Very soluble,0.70,821,4.97,Highly soluble,-1.86,2.3,0.01,Soluble,High,0,0,-8.39,0.55,1,1,0.846,0,0,0,0,0,0,0.965,0,Non-required,0,0,0,0,0,0,0,0,0,1,1,0,0,0
996,28.46,,1,1,0,1,20.23,1,7,6,38.00 to 41.00,181.00 to 182.00,0.614,,0.00,1.392,1.24,1.46,1.39,1.45,-1.98,0.991,0.011,Very soluble,-1.49,3.04,0.03,Very soluble,-1.73,1.74,0.02,Soluble,High,1,0,-5.84,0.55,1,1,0.435,1,0,0,0,0,0,2.588,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
997,42.99,-1,1,3,3,1,54.37,3,12,6,150,299.00 to 300.00,0.001,,0.11,0.883,0.81,1.27,0.88,1.02,-1.83,2.43,0.015,Very soluble,-2.01,1.6,0.01,Soluble,-2.12,1.26,0.01,Soluble,High,1,0,-6.40,0.85,1,1,0.843,0,0,0,0,0,0,1.555,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
998,36.42,,,1,2,1,17.07,1,9,6,-10,193.00 to 195.00,0.368,,0.12,1.428,1.33,1.78,1.43,1.78,-2.07,1.03,0.009,Soluble,-1.76,2.1,0.02,Very soluble,-2.70,0.24,0,Soluble,High,1,0,-5.77,0.55,1,1,0.558,1,0,0,0,0,0,1.455,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
999,37.99,-1,1,2,2,1,37.30,2,10,6,76.00 to 78.00,265.00 to 266.00,0.005,4,0.12,1.314,1.23,1.41,1.31,1.66,-1.88,1.78,0.013,Very soluble,-1.80,2.17,0.02,Very soluble,-2.14,0.98,0.01,Soluble,High,1,0,-6.13,0.85,1,1,0.804,0,0,0,0,0,0,1.845,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1001,38.92,1,1,1,2,1,26.02,1,9,6,-60,194.00 to 195.00,0.398,4.18,0.25,1.188,1.72,1.41,1.19,1.87,-1.84,1.75,0.014,Very soluble,-1.56,3.33,0.03,Very soluble,-2.80,0.19,0,Soluble,High,1,0,-6.04,0.55,1,1,0.351,1,0,0,0,0,0,2.004,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,1
1004,14.26,,2,3,0,,87.57,5,5,0,41.00 to 44.00,158.00 ,2.2,3.4,0.22,-0.929,1.08,-1.52,0.64,-1.11,-0.08,138,0.835,Very soluble,0.70,821,4.97,Highly soluble,-1.86,2.3,0.01,Soluble,High,0,0,-8.39,0.55,1,0,,0,0,0,0,0,0,,0,null,0,1,0,0,0,1,0,1,0,1,0,0,1,2
1030,18.86,,2,2,1,,40.46,2,5,0,-60.00 to -59.00,187.00 to 188.00,0.204,2.62,1.00,-0.641,1.00,-0.92,-0.64,-0.63,0.33,164,2.16,Highly soluble,0.55,272,3.58,Highly soluble,0.56,275,3.61,Soluble,High,0,0,-7.42,0.55,0,1,-0.133,0,0,0,0,0,0,0.414,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1031,17.70,,1,1,1,,20.23,1,4,0,-127.00 to -126.00,97.00 to 98.00,26.316999,2.1,1.00,0.389,1.37,0.25,0.39,0.29,-0.30,29.8,0.496,Very soluble,-0.24,34.9,0.58,Very soluble,-0.33,28.3,0.47,Soluble,High,0,0,-6.49,0.55,1,1,0.481,0,0,0,0,0,0,1.683,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1032,18.31,-1,1,2,1,,37.30,2,5,0,-24.00 to -23.00,140.00 to 141.00,4.227,2.56,0.67,0.481,0.89,0.33,0.48,0.03,-0.44,26.8,0.362,Very soluble,-0.68,15.6,0.21,Very soluble,0.09,90.7,1.22,Soluble,High,1,0,-6.52,0.85,1,1,-0.132,0,0,0,0,0,0,0.58,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1045,26.76,2,2,2,3,,52.04,2,6,0,27.5,,,,1.00,-0.316,1.21,-0.70,-0.32,-0.18,0.25,158,1.79,Highly soluble,0.08,107,1.21,Highly soluble,-0.68,18.4,0.21,Soluble,High,0,0,-7.33,0.55,1,1,0.82,0,0,0,0,0,0,2.04,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1049,24.24,,,1,0,1,12.89,1,6,6,-42.00 to -41.00,115.00 to 116.00,22.778999,2.72,0.00,1.082,1.32,0.65,1.08,0.41,-1.48,2.62,0.033,Very soluble,-0.50,25.2,0.32,Very soluble,-1.90,0.99,0.01,Soluble,High,1,0,-6.32,0.55,1,1,-0.137,0,0,0,0,0,0,1.903,0,Warning,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1054,43.48,,3,4,2,1,73.58,4,12,6,159.00 to 162.00,491.93 ,,,0.38,0.08,0.80,-0.77,-0.22,-0.91,-0.64,38.6,0.228,Very soluble,-0.30,85.3,0.5,Very soluble,-1.49,5.46,0.03,Soluble,High,0,0,-7.88,0.55,0,1,0.141,0,0,0,0,0,0,1.308,0,Non-required,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1057,32.51,,3,3,0,1,60.69,3,9,6,133.00 ,309.00 ,4.79,,0.00,0.803,0.97,0.52,0.80,0.18,-1.44,4.55,0.036,Very soluble,-1.37,5.44,0.04,Very soluble,-0.63,29.6,0.23,Soluble,High,1,0,-6.70,0.55,1,1,0.636,0,0,0,0,1,1,2.66,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1060,18.51,-1,1,3,1,,54.37,3,6,0,11.00 to 13.00,164.00 to 166.00,0.968,3,0.33,-0.34,0.25,-0.33,-0.34,-0.96,-0.11,68,0.773,Very soluble,-0.35,39.3,0.45,Very soluble,0.51,286,3.25,Soluble,High,0,0,-7.07,0.85,0,1,0.395,0,0,0,0,0,0,0.967,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1066,38.16,-2,2,5,2,1,87.49,5,12,6,228.5,,,,0.00,0.478,0.26,0.24,0.48,-1.47,-1.27,9.07,0.054,Very soluble,-1.64,3.85,0.02,Very soluble,-0.77,28.7,0.17,Soluble,High,0,0,-7.15,0.56,0,1,0.628,0,0,0,0,0,0,1.748,0,Non-required,1,1,0,0,0,0,0,0,0,1,1,0,0,0
1068,19.32,,,0,0,,25.30,1,3,0,-98,37.3,646.973022,2.1,1.00,0.979,1.41,0.88,0.98,0.84,-0.78,10.3,0.166,Very soluble,-1.00,6.28,0.1,Very soluble,-0.60,15.7,0.25,Soluble,High,1,0,-6.05,0.55,1,1,-0.182,0,0,0,0,0,0,0.986,1,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1091,10.31,,2,5,0,,57.53,,4,0,70.00 ,176.00 to 177.00,,,0.00,,0.26,0.24,0.48,-1.47,-1.27,9.07,0.054,Very soluble,-1.64,3.85,0.02,Very soluble,-0.77,28.7,0.17,Soluble,High,0,0,-7.15,0.56,0,1,0.71,0,0,0,0,0,0,1.092,1,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1110,24.89,-2,2,4,3,,74.60,4,8,0,185.00 to 190.00,235.00 to 236.00,0.017,,0.50,-0.064,0.32,-0.59,-0.06,-0.54,0.00,117,0.994,Very soluble,-0.51,36.9,0.31,Very soluble,0.61,486,4.11,Soluble,High,0,0,-7.44,0.85,0,1,0.049,0,0,0,0,0,0,1.194,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1123,24.97,,2,4,2,,88.77,5,7,0,301.00 to 303.00,,0.00017,,1.00,-1.167,-0.28,-4.11,-0.09,-1.51,2.11,16000,127,Highly soluble,2.85,88500,707,Highly soluble,0.36,288,2.3,Soluble,High,0,0,-9.98,0.55,1,1,0.434,0,0,0,0,0,0,1.996,1,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1127,26.82,,,0,0,1,25.30,1,5,0,-96.1,120,17.452,3.04,1.00,1.513,1.64,1.36,1.51,1.42,-1.24,5.03,0.057,Very soluble,-1.49,2.83,0.03,Very soluble,-1.00,8.86,0.1,Soluble,High,1,0,-5.87,0.55,1,1,0.818,0,0,0,0,0,0,2.126,0,Warning,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1136,38.01,,1,2,2,1,61.36,3,9,5,<25,279.00 to 281.00,0.003,4.9,0.50,0.986,1.65,0.85,0.99,-0.09,-1.54,4.11,0.029,Very soluble,-1.72,2.72,0.02,Very soluble,-1.89,1.84,0.01,Soluble,High,1,0,-6.57,0.55,1,1,0.723,0,0,0,0,0,0,1.53,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1140,31.41,,,0,0,1,0.00,0,7,6,-95.00 to -94.00,36.00 to 37.00,27.712,3.2,0.14,1.995,1.85,2.73,2.00,3.52,-2.77,0.158,0.002,Soluble,-2.38,0.38,0,Soluble,-2.69,0.19,0,Soluble,Low,0,0,-4.92,0.55,1,1,0.54,1,0,0,0,0,0,1.557,1,Warning,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1145,22.80,,,1,0,,29.43,2,5,0,213,3.00 to 4.00,1716.529053,2.04,1.00,0.19,0.31,-0.21,0.19,-1.66,-0.17,50.4,0.671,Very soluble,0.05,84,1.12,Highly soluble,-0.39,30.4,0.41,Soluble,High,0,0,-6.91,0.55,1,1,0.283,0,0,0,0,0,0,1.252,1,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1146,19.43,1,,1,0,,3.24,1,4,0,-117,3.00 to 4.00,1716.529053,2.04,1.00,0.178,1.56,0.26,0.18,0.29,-0.37,25.2,0.426,Very soluble,0.11,76.3,1.29,Highly soluble,-0.20,37.3,0.63,Soluble,Low,0,0,-6.48,0.55,0,1,-0.055,0,0,0,0,0,0,1.81,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1175,40.16,,4,3,0,2,114.37,7,12,9,> 300,863.00 ,,,0.00,-1.355,-0.20,-1.91,-1.77,-1.32,-0.23,98.1,0.583,Very soluble,0.03,180,1.07,Highly soluble,-1.88,2.21,0.01,Soluble,High,0,0,-8.68,0.55,0,1,0.261,0,0,0,0,0,0,0.534,0,Non-required,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1176,13.50,,1,2,0,,37.30,3,4,0,132.00 to 134.00,196.00 to 197.00,0.395,,0.50,-0.976,0.63,-0.21,0.09,-0.49,-0.08,49.9,0.832,Very soluble,-0.12,45.9,0.77,Very soluble,0.53,205,3.42,Soluble,High,0,0,-6.82,0.85,0,1,-0.033,0,0,0,0,0,0,0.717,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1182,30.63,,2,3,2,,63.32,3,8,0,156.00 to 158.00,213.00 to 214.00,0,,0.80,0.054,1.03,-2.26,0.05,-2.20,0.99,1140,9.76,Highly soluble,1.46,3410,29.1,Highly soluble,0.29,227,1.94,Soluble,High,0,0,-8.62,0.55,0,1,0.607,0,0,0,0,0,0,1.727,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1183,40.34,-1,1,3,2,1,46.53,3,11,6,81.00 to 84.00,285.00 to 286.00,0.002,5.3,0.12,1.213,1.57,1.21,1.21,0.51,-1.82,2.32,0.015,Very soluble,-1.78,2.5,0.02,Very soluble,-1.88,2,0.01,Soluble,High,1,0,-6.37,0.55,1,1,0.829,0,0,0,0,0,0,1.537,0,Non-required,1,0,0,0,0,0,0,1,0,1,1,0,0,0
1206,48.63,1,1,1,3,1,12.03,1,11,6,,,,,0.40,1.837,2.49,2.07,1.84,2.49,-2.27,0.792,0.005,Soluble,-1.95,1.67,0.01,Very soluble,-3.66,0.03,0,Soluble,High,1,0,-5.74,0.55,1,1,0.601,0,0,0,1,0,0,3.318,0,Non-required,0,0,0,0,0,0,0,0,0,1,1,0,0,0
